loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
188.74252491861978,1746496625,,False,1,d1c59_00001,2025-05-05_20-57-05,42.558675050735474,42.558675050735474,3557959,quser32,165.124.130.40,42.558675050735474,1
127.06774594726562,1746496650,,False,2,d1c59_00001,2025-05-05_20-57-30,25.25514531135559,67.81382036209106,3557959,quser32,165.124.130.40,67.81382036209106,2
118.68909017740886,1746496674,,False,3,d1c59_00001,2025-05-05_20-57-54,24.160979986190796,91.97480034828186,3557959,quser32,165.124.130.40,91.97480034828186,3
114.95069893391927,1746496698,,False,4,d1c59_00001,2025-05-05_20-58-18,23.989337682724,115.96413803100586,3557959,quser32,165.124.130.40,115.96413803100586,4
112.6752450358073,1746496723,,True,5,d1c59_00001,2025-05-05_20-58-43,24.37190580368042,140.33604383468628,3557959,quser32,165.124.130.40,140.33604383468628,5
